jobcode	jobtitle
709450	moniteur(-trice) - piscines interieures - mtl-nord
709660	sauveteur-piscines et pataugeoires - mtln
218830	chef(fe) de division - gestion des contrats et analyses techniques (cont. gen.)
221750	chef(fe) de section - centre de services rh
720820	préposé(e) à la commercialisation
106740	directeur(-trice)  - communications corporatives
400760	conseiller(-ere) - conversation citoyenne
721890	programme liaison emploi - sec/professionnel
784810	pointeur(-euse) de circulation
601670	mecanicien(ne) entretien - eau potable
284220	chef(fe) de section - application de la reglementation du stationnement
218560	chef(fe) de section - mise en pression conduites principales eau potable
222240	chef(fe) de section - remorquage
105350	directeur(trice)planification et communications
219550	chef(fe) de division - remuneration
106510	directeur(-trice) acquisitions
216790	chef(fe) de division - collections vivantes et recherches
221840	chef(fe) de section - planification et developpement gmr
200880	conseiller(ere) en securite informatique
222990	chef(fe) de division - experience citoyenne
223210	chef(fe) de division - conception_et construction
203640	chef(fe) de division - travaux publics (arr. lachine et anjou)
607750	electricien d entretien stat.epuration
607770	electrotechnicien instrum.   controle
211630	chef(fe) de division - developpement et stratégie
218580	chef(fe) de division - strategies et developpement du reseaudes grands parcs
607700	armurier(-iere)
707350	technicien(ne)-dessinateur(-trice) - anjou
712860	agent(e) technique - epuration des eaux - cum
106440	directeur(-trice) - centre de services 311
105020	directeur(-trice)-culture, loisirs et des batiments (st-leonard)
222980	chef(fe) de division - reseau des maisons de la culture
221950	chef(fe) de section - reseau de surveillance de la qualite de l air
222840	chef(fe) de section - soutien technique pour les sols contamines
106680	directeur(-trice)-relations avec les partenaires et communications
222380	chef(fe) de division - strategies et projets corporatifs rh
223260	chef(fe) de division - revue des activites de la ville
601270	mecanicien(ne) d accessoires
221780	chef(fe) de division - comptabilisation des charges et expertise comptable
219830	c/m soutien opérations
103440	directeur(-trice) de service - materiel roulant et ateliers
218890	c/d resssources financieres et matérielle sdo
211950	chef(fe) de section - bibliotheque (arrondissement)
216710	chef(fe) de section - operations travaux publics
783320	agent(e) technique en architecture de paysage
713210	inspecteur(-trice) - aliments - cum
720090	inspecteur(-trice) d arrondissement (travaux, circulation, proprete)
600530	prepose(e) aux travaux generaux
406810	charge(e) de communication
218460	chef(fe) de section - communications
783310	agent(e) technique en architecture
710960	inspecteur - plomberie - stlau
720790	bibliothecaire - occasionnel(le)
611720	prepose(e) aux travaux et à l entretien
217050	responsable soutien aux élus ii
401330	analyste d affaires
607950	prepose(e) - exploitation du reseau d eaux usees primaire
713030	analyste-redacteur(-trice)
407410	avocat(e) 1
302420	chef(fe) de division - gestion des rentes
710990	inspecteur(-trice) senior - service technique - st-laurent
603300	mecanicien(ne) d entretien - biodome
345290	agent(e) de programmes educatifs
761370	agent(e) d aide socio-economique - chef(fe) d equipe
500000	pompier(-iere)
711700	specialiste - tennis iii - st-laurent
706600	animateur(-trice) - clientele avec besoins particuliers (anjou)
711450	specialiste - basketball de competition iv - st-laurent
400480	psychologue-cum
611510	prepose(e) - exploitation du reseau primaire - eau potable
400420	evaluateur(-trice) commercial(e)
749810	releveur(-euse) de compteurs d eau
703030	responsable des surveillants(-antes) d arenas - lasalle
712960	administrateur(-trice) de bases de données_(dba)
219520	adjoint chef de bureau affaires internationales
492810	conseiller(-ere) en ressources documentaires
402030	ingenieur(e) charge(e) de planification
611560	depanneur(-euse) polyvalent(e) - pierrefonds-roxboro
217550	c/s adjoint(e) centre sportif - stlaurent
223130	chef(fe) de division - perception des amendes
220780	architecte d entreprise ti
106800	directeur(-trice) - infrastructures et opérations
222320	chef(fe) de section - gestion de la formation
719000	agent(e) iii - soutien administratif (2) - st-leonard
211430	chef(fe) de section - systemes d information - ressources humaines
712820	agent(e) technique en protection des milieux naturels
213920	régisseur cult.<<arr.outr>>
284720	c/m installation   de depannage en eclairage   signalisation
216340	chef(fe) de division - ingenierie - production de l eau potable
219650	chef(fe) de division - grands parcs metropolitains
500110	lieutenant(e) enqueteur(-euse)
700510	prepose(e) aux droits d entree - chef(fe) d equipe
215830	adjoint(e) directeur(-trice) - travaux publics (arr. ville-marie)
218730	chef(fe) de section - soutien aux employes et qualite de vie au travail sim
214730	chef(fe) de division - service a la clientele (arrondissement)
105160	directeur(-trice) - infrastructures
107030	chef(fe) de service - ressources matérielles, technologiqueset informationnelles (spvm)
741810	comptable
106550	directeur(-trice) d arrondissement delegue(e) ville-marie
401150	profil - 401130 - dorsale
401170	profil - 401160 - frontale
106750	directeur(-trice)-projets speciaux, soutien general et service a la clientele
211130	chef(fe) de division - relations de presse
611570	electrotechnicien(ne) - stationnement montreal
751350	agent(e) technique de laboratoire en physique - mecanique
105670	directeur(-trice) - rel.travail negociateur(-trice) en chef
206360	chef(fe) de section - infrastructure et operations informatiques (arr. st-laurent)
221050	chef(fe) de section - gestion de l energie et centre immotique
223780	chef(fe) de section - service administratif ssi
104890	directeur(-trice) d arrondissement adjoint(e) et responsable de l administration v-marie
223790	chef(fe) de division - affaires publiques et mesures d urgence
212290	chef(fe) de section - soutien aux instances
106370	directeur(-trice) - communications spvm
221240	chef(fe) de section - planification operationnelle
216390	chef(fe) de section - vannes du reseau primaire d aqueduc
214480	chef(fe) de division - etudes techniques en arrondissement
208620	contremaitre(-tresse) - aqueduc et egouts (arrondissement)
213610	contremaitre(-tresse) - installation et depannage en eclairage et signalisation (rpp)
451010	candidat(e) à la profession d ingénieur(e) cpi
752810	dessinateur(-trice)
720550	technicien(ne) en ressources humaines
501390	cadet policier
304410	conseiller(-ere) en planification budgetaire
731810	operateur(-trice) d equipement de saisie des donnees
700820	agent(e) principal(e) - cour municipale
720860	charge de l insp. du cadre bati et du dom. prive et publ.
720740	chargé(e) du nettoyage des graffitis
400600	vérificateur(-trice) principal(e)
401480	analyste ti
222950	chef(fe) de division - relations avec les partenaires
757810	aide-technique de laboratoire
762860	aide-animateur(-trice) grade 2 - loisirs communautaires
215700	c/d pratiques et contrôles
219760	chef(fe) de division - conseil et soutien financiers
451090	ingenieur(e) - chef de groupe
400200	ingenieur(e) (avant le 07-12-1994) cum
703170	surveillant(e) - arena - lasalle
400410	evaluateur(-trice) regional(e)
789420	prepose(e) a la patrouille canine
103530	directeur(-trice)-amenag.urbain et serv. entreprises (arr.)
900670	stagiaire professionnel 60 a 89 credits
721540	dessinateur(-trice) technique
602960	technicien(ne) en soins animaliers et plongeur(-euse)
105500	directeur(-trice)-developpement du territoire et etudes techniques
611470	chargé - service de bar
105900	directeur(-trice) de service - developpement economique
720430	moniteur(-trice) d activites jeunesse
211750	chef(fe) de division - culture et bibliotheque en arrondissement
209390	chef(fe) de division - ressources financieres, materielles et informationnelles (arrond.)
222250	chef(fe) de section - grands projets de mobilite urbaine
713310	prepose(e) a l animation - cum
700030	aide-technique
222260	chef(fe) de division - gestion de portefeuille et administration
222530	chef(fe) de division - gestion immobiliere en arrondissement
900280	etudiant(e) programme gouvernemental - secondaire
209830	chef(fe) de division - ateliers mecaniques
769830	assistant(e) entomologiste
753820	surveillant(e) de travaux de batiment
105820	directeur(-trice)  - planification et mise en valeur du territoire
700620	conseiller(-ere) administratif(-ive) aupres des organismes benevoles
751310	agent(e) technique de laboratoire en chimie
215450	chef(fe) de division - greffe et greffier(-iere) de la cour municipale
106610	directeur(-trice)-projets du service de l eau
206280	chef(fe) de section - centre sportif et installations
215670	c/d planification et operations (gest mat residuelles)
106400	directeur(-trice) - technologie, architecture, innovation et securite
602270	prepose(e) a l assignation des conducteurs - (voie publique)
400750	conseiller(-ere) - expérience utilisateur
215480	chef(fe) de division - service a la clientele               entele
603010	operateur(-trice) equipement, electro-mecanique - jardin botanique et insectarium
221420	chef(fe) de section - gestion animaliere
712070	agent(e) ii - paie - st-leonard
103560	directeur(trice) - cult.,sp., lois. dev. soc. (< 60 000)
218010	chef(fe) de division - expertise et soutien (realisation des travaux - tp)
221640	chef(fe) de section - centre d appels
216580	chef(fe) de division - inspections et enquetes (bureau taxi de montreal)
222880	chef(fe) de division - developpement economique
106100	directeur(-trice)-solutions numeriques - web
223490	chef(fe) de division transactions immobilières
221490	chef(fe) de division - soutien developpement culturel
208990	greffier adj.
712230	agent(e) technique en cartographie et dessin - st-leonard
600770	ouvrier(-iere) des eaux de l assainissementt
203710	chef(fe) de section - usine de filtration (arr. lachine)
715750	coordonnateur(-trice) de gymnase - pierrefonds
213040	c/s ress.matérielles <<arr.>60000>>
401540	profil-401000-liaisons,interventions et gouvernance ti
223760	chef(fe) de bureau - office de consultation publique de montreal
122210	president(e) de la commission de la fonction publique de montreal
105790	directeur(-trice) adjoint(e) au(a la) directeur(-trice) general(e)
106320	directeur(-trice) transition ecologique et resilience
106870	directeur(-trice) de service - stratégie immobilière
217510	chef(fe) de division ingénierie et procédés (eau)
106630	directeur(-trice)-entretien de l eclairage, signalisation et marquage
223460	chef(fe) de section - gestion des données   projets
715300	technicien(ne) en amenagement du territoire - pierrefonds
218050	chef(fe) de module - centre de redaction de rapports d evenements spvm
102770	c/d informatique (arr.<60000)
103510	directeur(-trice)-cult. sp. lois. dev.soc. arrondissements
217920	chef(fe) de division - grands projets
221250	chef(fe) de section - gestion des vehicules
220680	charge(e) de formation et de perfectionnement (spvm)
211480	conseiller(-ere) en ressources humaines
218960	responsable des intercepteurs (eaux usees)
213470	contremaître(-tresse) - horticulture et parcs (en arr.)
713670	technicien(ne)-formateur(-trice) (tresorerie) - cum
792840	prepose(e) au soutien administratif
732540	analyste des methodes   procedes administratifs
762410	prepose(e) a l accueil,  aux droits d entree   aux boutiques
789310	agent(e) technique en ingenierie municipale
782930	agent(e) du cadre bâti
700560	surveillant(e) d installations - chef(fe) d equipe
400500	bibliothecaire
400620	contrôleur(-euse) de projet
345210	conseiller(-ere) en gestion des ressources financieres
451080	ingenieur(e) - c/e
433820	conseiller(-ere) en systemes de gestion
220770	chef(fe) de division - soutien et processus (affaires juridiques)
781650	inspecteur(-trice) en eaux et assainissement
305110	commissaire - developpement economique
607890	operateur(-trice)
611480	electrotechnicien(ne) industriel(le)
700370	animateur(-trice) specialise(e) - loisirs socio-culturels
700520	sauveteur(-euse)
217420	chef(fe) de division - operations (eau)
209380	chef(fe) de division - ressources financieres et materielles (arrondissement)
744420	prepose(e) au budget
700790	instructeur(-trice) responsable de piscines
601720	plombier(-iere)
222170	chef(fe) de section - accompagnement territoriale
401190	administrateur(-trice) reseaux de telecommunications
611110	peintre debosseleur(-euse)
721410	infographiste
105740	directeur(-trice) de service - infrastructures du reseau routier et transports
600540	surveillant(e) de serres
600190	"chauffeur(-euse) de vehicules motorises classe ""c"""
400460	conseiller(-ere) en securite de l information
219440	chef(fe) de division - circulation, occupation domaine public (v-marie et cdn-ndg)
721310	etudiant(e) col blanc - dec specialise annee 2
400990	ingenieur(e) forestier(-iere)
106420	directeur(-trice)-amenagement parcs et espaces publics
702910	prepose(e)- tennis - lasalle
221330	chef(fe) de division - strategie et conseil, communications
103520	directeur(trice) - trav. pub. en arr. (arr. - 60 000)
1001	conseiller(-ère)
705180	instructeur(-trice) principal(e) de natation - verdun
721490	parrainage professionnel niveau secondaire/professionnel
713230	inspecteur(-trice) en environnement
602950	prepose(e) au service - collections vivantes
713120	dactyloscopiste - cum
221460	chef(fe) de section - communications spvm
103130	directeur general associe - concertation avec arr.          rondissements
219920	chef(fe) de division - environnement et protection du territoire st-laurent
469810	entomologiste
223120	chef(fe) de division - intégrité et services externes
602260	animalier(-iere)
400140	chimiste (avant le 1-12-1994) cum
705320	prepose(e) au vestiaire piscine - verdun
221740	chef(fe) de division - gestion immobiliere exploitation a contrat
501550	cadet policier circulation
217380	chef(fe) de section - evaluation commerciale
411810	conseiller(-ere) aux normes
218670	adj. dir. espace pour la vie et c/d ressources humaines
204400	regisseur(-euse) des sports (arr.outremont)
207590	chef(fe) de section - évolution m-iris
721800	videaste
105330	dir adjoint et responsable administration espace vie
801950	prepose(e) au stationnement - stle
216360	chef(fe) de section - mesure de la consommation d eau
213450	c/m voirie,parcs   esp.verts <<arr.<60000>>
601540	platrier(-iere)
302460	chef(fe) de division - facturation
601040	poseur(-euse) de revetements souples
722020	chef(fe) d equipe service a la clientele - mobilite
106960	directeur(-trice) - transactions immobilieres
106120	directeur(-trice)-centre d expertise-espace de travail
105630	dir. associé portefeuille de projets d envergure
103660	directeur(-trice)  - traitement des eaux usees
222610	chef(fe) de division - centre de securite civile
222810	chef(fe) de section - planification strategique et affaires corporatives
223270	chef(fe) de section - station nouveau depart
219750	c/d communications corporatives
207830	chef(fe) de section - programme d aide aux policiers et policieres
105910	inspecteur(-trice) general(e) de la ville de montreal
609340	briqueteur(-euse) finisseur(-euse) - arrondissement
216300	c/d usines de l ouest
400630	conseiller(-ere) artistique - communications corporatives
106650	directeur(-trice)-financement, placements et tresorerie
713390	prepose(e) a la perception des revenus - parcs natures - cum
221190	directeur(-trice) - operations (bureau du taxi de montreal)
801090	prepose(e) aux spectacles - stle
700700	agent(e) de developpement d activites culturelles physiques  et sportivess
455810	architecte paysagiste
762880	instructeur(-trice) de natation grade 2
711460	prepose(e) a la gestion des contrats
255710	c/m  - horticult.   parcs
600120	agent(e) de securite - telecommunications
222970	chef(fe) de section - mandats et rapports du citoyen
713510	analyste en materiel roulant
721140	agent(e) - travaux publics et ingénierie
220630	chef(fe) de division - solutions d affaires - systemes corporatifs
602070	electrotechnicien(ne)
219660	c/s projets du legs et bureau du cesm
305170	commissaire adjoint(e) - developpement economique
214200	chef(fe) de section - travaux deneigement (arrondissement)
700800	inspecteur(trice) principal(e) des batiments
703180	surveillant(e) d ecoles - lasalle
395920	concepteur(-trice) realisateur(-trice) programme de formation
400970	charge(e) de projets principal(e) ti
401530	profil-401490-géomatique
601860	électrotechnicien(ne) - espace pour la vie
305210	conseiller(-ere) economique
700360	animateur(-trice) en loisirs - grade 1
400440	charge(e) de communication - responsable d activités
457720	chimiste
755820	botaniste
721790	agent(e) support aux utilisateurs(-trices)
721990	prepose(e) au centre de communication avec la clientele
763820	aide-bibliothecaire principal(e)
731450	agent(e) au centre de services aux clients-informatique
795860	typomonteur(-euse)
301420	charge(e) du protocole   de l accueil
218060	superviseur(e) - 311 interventions rapides et prioritaires
400640	conseiller(-ere) en communications corporatives
106040	directeur(-trice)-jardin botanique
212230	contremaitre(-tresse) - electricite (mtln/stle)
754310	agent(e) technique en enfouissement sanitaire
711410	specialiste - atelier adultes - st-laurent
762920	moniteur(-trice) specialise(e) - sports
220500	chef(fe) de division - performance ti et sourcing
602090	outilleur(-euse)
712450	inspecteur(-trice) classe iii - st-leonard
611330	charge(e) de la restauration
715050	insp. batiment permis const. - pier
106060	directeur(-trice) de l insectarium
900640	stagiaire cadre 60 a 89 credits
105520	directeur(-trice)-cinema, festivals et evenements
223540	chef(fe) de section - analyses immobilières
219140	chef(fe) de division - gestion des contrats, inventaires et factures
215820	chef(fe) de division - mecanique de batiments et eclairage de rue
763870	bibliotechnicien(ne) principal(e) - pre-catalogage - bibliotheque
218610	c/d évaluation et transactions immobilieres
401520	profil-401480-géomatique
221720	chef(fe) de section - intervention
223190	chef(fe) de division - developpement urbain
211760	c/d cult.  biblio.<<arr.<60000>>
720830	coordonnateur(-trice) de boutiques
718260	special baseball iii - stlau
711280	responsable - plateaux sportifs - st-laurent
215500	chef(fe) de section - comptoirs points de service
602860	prep. au proc.   au pompage-usine de filtration   de pompage
222440	chef(fe) de section - etudes techniques
200670	c/m  des metiers
104310	directeur(-trice)-bibliotheques
218860	chef(fe) de section - soutien a l audience
212760	chef(fe) de division - gestion des grands parcs
223520	chef(fe) de section - évaluation immobilière
216150	c/s développement et projets spéciaux en     environnement
751400	programmeur(-euse) analyste en performance
106890	directeur(-trice) - gestion des actifs
106880	directeur(-trice) - projets majeurs
105770	dir. principal affaires institutionnelles
222650	chef(fe) de projet - equipe enquete covid
218260	adjoint au dp (anciennement adjoint au dga)
106830	directeur(-trice) - strategie, performance et donnees
222150	chef(fe) de section - analyse du renseignement (spvm)
222360	chef(fe) - verification et evaluation (spvm)
401510	profil-401490-connectivité
401560	conseiller(-ere) en marketing
218530	chef(fe) exploitation - usines production de l eau potable
722030	chef(fe) d equipe - surveillance du stationnement et de la mobilite
218170	c/d gestion des tranports
401500	profil-401480-connectivité
500040	capitaine prepose(e) a l entretien
106460	directeur(-trice) - mise en valeur des poles economiques
222110	chef(fe) de division - memoire des montrealais(es) (mem)
209260	chef(fe) de division - gestion, comptabilisation et controle des caisses de retraite
221630	chef(fe) de division - proprete
221090	chef de division soutien technique et opérationnel
209010	chef(fe) de division - sante et mieux-etre
219680	chef(fe) de division - partenaires d affaires des ressources humaines
792830	agent(e) de bureau principal(e)
732900	technicien(ne) juridique
720310	chargé(e) de rédaction et de diffusion
602110	electrotechnicien(ne) - electronique telecommunicationsns
302240	conseiller(-ere) en planification
214690	superviseur(e) - installations des parcs et des centres sportifs et recréatifs (arr.)
723460	agent(e) comptable analyste
784420	agent(e) de stationnement
601420	operateur(-trice) d appareils motorises a
106050	directeur(-trice) du biodome
392430	conseiller(-ere) en finances
207090	c/sec régional_evaluation fonciere
221000	chef(fe) de section - saisie et enregistrement
602230	prepose(e) a l entretien de l equipement de perception et a la cueillette des parcometres
602330	electricien(ne) en controle electrique electronique - v.c.r.
602770	operateur(-trice) d equipement electromecaniqueeubles
752350	agent(e) technique en electronique
793840	graphiste
752300	agent(e) technique en  photogrammetrie
721340	technicien(ne)- analyste audio et video judiciaire
721280	etudiant(e) col blanc - des general
720410	sauveteur(-euse) - chef(fe) d equipe
607940	pourvoyeur(-euse) installation - station epuration
220110	chef(fe) de division - prévention et gestion intégrée des risques
106110	directeur(-trice) - centre d expertise - plateformes et infrastructures
453750	arpenteur(-euse) geometre - c/e
103500	directeur(-trice) - services administratifs (arr.)
723450	charge(e) de medias
213650	contremaître(-tresse) - électricité aux usines de production des eaux (eau)
211040	c/d gest.énergie env.  expertises
215750	contremaitre(-tresse) - systemes de securite et transmission des donnees
221170	chef(fe) de division - partenaires d affaires en communication
602020	electronicien(ne)-sonorisation et eclairage
105290	directeur(-trice) de service - diversite et inclusion sociale
600000	prepose(e) au reseau de captage du biogaz
220750	responsable de secteur-formation systemes appliques(spvm)
706580	animateur(-trice) activites ludiques - anjou
219740	chef(fe) de division - strategies immobilieres
600440	aide jardinier(-iere)
103980	directeur(-trice) de service - finances et tresorier
106090	directeur(-trice) solutions d affaires
218100	chef(fe) de division - parcs, espaces verts et environnement (arr. st-laurent)
721880	préposé(e) aux matières résiduelles
215410	chef(fe) de section - securite
713810	repartiteur(-trice) du materiel roulant
700260	enqueteur(-euse) en matiere frauduleuse - chef(fe) d equipe
401230	profil -401200- reseautique
220740	chef(fe) de section - environnement et parcs
720510	moniteur(-trice) hote - verdun
709360	inspecteur(-trice) a l environnement - mtl-nord
221300	chef(fe) de division - coordination, planification et logistique
222420	chef(fe) de section - audit des immeubles municipaux
216070	chef(fe) de division - controle des rejets et suivi environnemental
105570	directeur(-trice) tp ing et amenag urbain (ile bizard)
401640	chargé(e) de programmes ti
602280	peintre aspergeur(-euse) - batiments municipaux
221730	chef(fe) de section - planification
218420	chef(fe) de section - inspections arrondissement
220130	chef(fe) de section - gestion de projets - reddition de comptes
219400	surintendant(e) - etudes et conception des travaux - collecteurs et bassins
222890	chef(fe) de section - soutien aux operations economiques
221910	chef(fe) de division - soutien technique et operationnel
401460	profil - 401160 - géomatique principal
203690	chef(fe) de section - arts de la scene (arr. lachine)
216190	chef(fe) de section - entretien mecanique (arr. montreal-nord)
104540	directeur(-trice)-adjoint(e)-sécurité incendie
223830	chef(fe) de section - verification des factures et demande de paiement
221940	chef(fe) de division - gestion de projets et services administratifs
793410	prepose(e) a l atelier satellite de reproduction
401090	profil - 401000 - methodologies de livraison de projets
223730	chef(fe) de section - consultation citoyenne et relations avec la communauté (ville-marie)
220690	chef(fe) de division - soutien aux projets et programmes
223690	chef(fe) de division - relations avec les citoyens et développement économique
219420	c/s centre de service 311 arr. lasalle
212400	chef(fe) de section - securite et regie
220650	charge(e) - assurance qualite et methodes professionnelles
218900	c/d plans d investissement
213600	c/m propreté   travaux <<arr.>>
721750	inspecteur(-trice) du cadre bati
700860	agent(e) de service à la clientèle
781680	inspecteur(-trice) du domaine public
345220	conseiller(-ere) en gestion - finances
219070	chef(fe) de section - controle des materiaux (laboratoire tp)
742330	technicien(ne) en gestion de documents et archives
601480	elagueur(-euse)
607860	mecanicien(ne) machines fixes - 2e classe
407510	procureur(e)
601230	technicien(ne) en soins animaliers
710510	agent(e) de protection en environnement
721460	prepose(e) aux renseignements policiers et surveillance policiere
721960	technicien(ne) en evaluation fonciere - grade 1
215860	chef(fe) de section - approvisionnement strategique en biens
700660	technicien(ne) en gestion budgetaire
207410	chef(fe) de division - bureau des reclamations - contentieux
755330	agent(e) technique en environnement
213480	contremaitre(-tresse) - metiers
344210	conseiller(-ere) budgetaire
222660	chef(fe) de division - intelligence d affaires et geomatique
700040	charge(e) de comptes - communication visuelle
601280	mecanicien(ne) serrurier(-iere)
218250	chef(fe) de division - relations avec les citoyens et greffe
603000	soudeur(-euse)-assembleur(-euse) de machineries lourdes - forge
218520	chef(fe) de section - conception et realisation des projets d ingenierie
216290	contremaitre(-tresse)-collections vivantes-vegetaux
483320	architecte - c/e
220520	chef(fe) de division - bureau de projet et soutien aux opérations
715650	instructeur(-trice) badminton - anjou
105450	directeur(-trice) de service-technologies de l information
203520	responsable temps et soutien rh
223020	chef(fe) de division - systèmes et projets
216430	chef(fe) de section - conduites principales alimentation eau potable compteurs
715640	receptionniste - perception
602300	menuisier(-iere) - atelier de fabrication
713280	patrouilleur(-euse) de stationnements - parcs regionaux - cum
218510	chef(fe) de section - gestion du materiel roulant en arrondissement
217430	chef(fe) d atelier - electricite (eau)
604640	metallier(-iere)-soudeur(-euse)
403820	analyste en gestion de documents   archives
302470	chef(fe) de section - revenus
216540	contremaitre(-tresse) de supervision-installations et equipements
801130	responsable de secteur - stle
106980	directeur(-trice) salubrité et programmes
402040	microbiologiste
706730	commis etudiant - anjo
707150	responsable - terrains, arbitres et marqueurs(-euses) - anjou
706590	animateur culturel - anjo
221500	chef(fe) de section - centre de services ti
221590	chef(fe) de division - intelligence economique
200630	c/m - proprete   trav.
204330	coordonnateur(-trice) - circulation et stationnement outremont et plateau mont-royal
602160	travailleur(-euse) de metal en feuilles
401180	profil - 401160 - dorsale
221230	chef(fe) de division - approche client
220380	agent(e) conseil - sante et securite au travail
218640	gerant(e) - logistique et inventaires
106070	directeur(-trice)-partenaires affaires ressources humaines
712810	agent(e) specialise(e) - uniformes et equipements
469610	medecin veterinaire
219810	chef(fe) de division - planification et soutien aux operations (materiel roulant ateliers)
104710	assistant(e)-directeur(-trice) - sim
219130	c/d gestion de projets et relations d affaires
220870	chef de section-centre expertises,systemes,domaines affaires
106150	directeur(-trice) - exploitation   experience client
221270	chef(fe) de section - consentement municipal
218380	chef(fe) de division - expertise technique et environnement
301730	coordonnateur(-trice) - securite publique
214890	chef(fe) de section - soutien a la magistrature
222770	chef(fe) de section - innovation, recherche et information (service de l eau)
213560	c/m trav.généraux <<arr.>>
102170	chef(fe) de division commerciale - evaluation fonciere
600850	prepose(e) au service - installations sportives
611460	cuisinier(-iere)
500120	capitaine enqueteur(-euse)
206700	adj.c/s armurerie et approvisionnement spvm
216050	c/s programmes volet social
106340	directeur(-trice) - sports et activite physique
216040	c/d avantages sociaux
222670	chef(fe) de section - ingénierie de procédés et laboratoires
106820	directeur(-trice) de service - planification strategique et performance organisationnelle
223000	chef(fe) de section - redaction et mesures d urgence
400610	conseiller(-ere) principal(e) contrôle de la qualité
220160	chef(fe) de section - evenements et pratiques sportives
209080	c/d recours   arbitrages
106000	directeur(-trice) - developpement du territoire et travaux publics
220660	chef de division - developpement culturel
